model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
7073,2019,14998,1,8389,0,145,60.1,1.0
7079,2019,17498,2,11022,0,145,51.4,1.0
7079,2019,17498,1,7359,1,145,74.3,1.5
7079,2019,16998,1,8657,1,145,74.3,1.5
7073,2018,15698,2,921,0,145,49.6,1.0
7073,2015,6998,1,48938,1,0,78.5,1.5
7585,2017,15498,1,7431,1,125,60.1,2.0
7079,2015,8498,1,31974,0,20,61.4,1.0
6967,2015,7998,1,17786,0,160,44.8,1.5
7073,2014,4698,1,52627,0,30,54.3,1.2
7073,2019,11998,1,10970,0,145,58.9,1.0
7585,2013,10998,1,32347,1,200,47.9,2.0
7079,2016,8998,1,51324,1,0,74.3,1.5
7073,2017,9298,1,6213,0,125,54.3,1.2
7073,2013,5298,1,64628,0,30,54.3,1.2
7079,2016,14498,1,16501,1,20,67.3,2.0
7073,2015,6798,1,37313,0,0,65.7,1.0
7073,2014,6998,1,33154,0,30,54.3,1.2
6967,2017,9798,1,17593,0,125,52.3,1.0
7079,2015,9698,1,13391,0,20,61.4,1.0
7073,2019,11798,1,13783,0,145,58.9,1.0
7073,2019,11698,1,18115,0,145,58.9,1.0
7079,2015,9698,1,30149,1,0,74.3,1.5
7079,2017,12698,1,9484,1,0,74.3,1.5
7073,2014,7798,1,15412,0,0,65.7,1.0
7079,2019,19798,2,4797,1,145,64.2,2.0
7079,2019,19998,2,2451,1,145,64.2,2.0
7585,2017,16498,0,23224,1,145,58.9,1.5
7079,2019,19998,2,6879,1,145,51.4,2.0
7585,2014,9298,1,45543,1,145,53.3,2.0
7079,2019,18298,2,2840,1,145,74.3,1.5
7073,2018,10998,1,10970,0,145,58.9,1.0
7079,2017,12698,0,14876,0,125,51.4,1.0
7073,2019,14998,1,3002,0,145,60.1,1.0
7079,2018,20998,1,5757,0,145,41.5,2.0
7073,2016,8998,1,12163,0,125,54.3,1.2
7073,2019,14998,1,5721,0,145,60.1,1.0
7079,2016,9998,1,27193,1,0,74.3,1.5
7585,2018,15998,1,11460,1,145,54.3,1.5
7079,2017,15998,1,16290,1,20,67.3,2.0
7079,2016,14498,1,32263,0,200,41.5,2.0
7073,2018,10998,1,16353,0,145,65.7,1.0
7079,2019,18998,2,11738,1,145,64.2,2.0
7073,2015,7498,1,23764,0,125,54.3,1.2
7079,2016,12998,1,41484,1,20,67.3,2.0
7073,2017,10798,1,20241,0,145,65.7,1.0
7079,2019,16998,1,6092,0,145,49.6,1.0
7079,2017,18998,1,11913,0,145,41.5,2.0
7079,2018,19498,1,19382,0,145,41.5,2.0
7073,2017,11698,1,10500,0,0,65.7,1.0
7079,2015,9498,1,24717,0,20,60.1,1.0
7073,2019,11498,1,6158,0,150,48.7,1.1
7073,2017,10998,1,2360,0,150,65.7,1.0
7079,2019,16998,1,19322,0,150,60.1,1.0
7585,2016,16998,1,18480,1,150,54.3,2.0
7585,2014,9298,1,52681,1,145,53.3,2.0
7073,2014,6998,1,29095,0,30,54.3,1.2
7079,2016,12698,1,7906,1,0,74.3,1.5
7079,2015,9498,1,22420,1,0,74.3,1.5
7079,2015,9798,1,18733,1,0,74.3,1.5
7073,2017,11298,1,23358,0,20,62.8,1.0
6967,2016,8998,1,34769,0,125,53.3,1.0
7585,2017,12998,1,16300,0,160,45.6,1.5
7079,2016,16798,1,15646,1,20,67.3,2.0
7073,2016,8198,1,23771,0,0,65.7,1.0
7073,2017,10698,1,6991,0,145,65.7,1.0
7079,2017,10698,1,11469,0,20,61.4,1.0
7073,2013,4998,1,54323,0,30,54.3,1.2
7079,2014,5998,1,62855,1,20,67.3,1.6
7079,2019,16498,1,2936,0,145,60.1,1.0
7073,2016,7498,1,41271,1,0,88.3,1.5
7079,2017,10498,1,24741,0,20,60.1,1.0
7585,2017,13298,1,11563,1,30,64.2,1.5
7073,2016,7298,1,20809,0,125,54.3,1.2
7073,2018,11998,1,10320,0,145,56.5,1.0
7079,2018,15498,1,14579,0,145,60.1,1.0
7073,2018,10698,1,7541,0,145,55.4,1.1
7073,2019,14698,1,10032,0,145,58.9,1.0
7073,2019,14698,1,8438,0,145,58.9,1.0
7079,2018,11498,1,27277,1,145,74.3,1.5
7073,2016,8998,1,19882,0,0,65.7,1.0
7073,2019,13998,1,6432,0,145,58.9,1.0
7079,2015,7498,1,55312,1,20,67.3,1.6
7073,2013,5998,1,51348,0,0,65.7,1.0
7585,2019,19498,1,9420,0,145,39.2,1.5
6967,2017,9591,1,21236,0,145,52.3,1.0
7073,2019,15450,1,5731,0,145,60.1,1.0
7079,2016,7991,1,53922,0,20,60.1,1.0
7073,2014,6150,1,31064,0,30,54.3,1.2
7073,2015,7324,1,27128,0,0,65.7,1.0
7073,2016,8998,1,11813,1,0,78.5,1.5
6967,2016,8998,1,30557,0,125,53.3,1.0
7079,2018,11498,1,25464,0,145,60.1,1.0
7079,2019,16498,1,13699,1,145,74.3,1.5
7079,2019,14798,1,12558,0,145,58.9,1.0
7073,2019,13798,1,9847,0,145,58.9,1.0
7079,2017,10998,1,14653,1,0,74.3,1.5
7079,2017,11298,1,2666,0,20,61.4,1.0
7079,2019,15998,2,9694,1,145,64.2,2.0
7073,2019,14998,1,7995,0,145,60.1,1.0
6967,2016,7498,1,48010,1,30,64.2,1.5
7073,2016,6998,1,49010,1,0,78.5,1.5
7079,2017,11798,1,15417,1,0,74.3,1.5
7073,2018,12998,0,9917,0,145,54.3,1.0
7073,2018,10998,1,16658,0,145,65.7,1.0
7079,2017,10498,1,28732,0,145,61.4,1.0
7079,2018,13498,0,12619,0,145,51.4,1.0
7073,2018,12998,1,17096,0,145,58.9,1.0
7073,2019,10298,1,23309,0,145,55.4,1.1
7073,2019,12698,1,7942,0,145,56.5,1.0
7585,2017,16498,0,24956,1,145,54.3,2.0
7073,2013,6998,1,15268,0,30,54.3,1.2
7073,2019,11698,1,14337,0,145,58.9,1.0
7073,2019,13998,1,17218,0,145,58.9,1.0
7079,2017,16798,1,18215,0,145,41.5,2.0
7073,2019,11998,1,9501,0,145,58.9,1.0
7073,2019,13498,1,10248,0,145,58.9,1.0
7073,2017,10998,1,19690,0,150,65.7,1.0
7079,2017,11998,1,8308,1,0,74.3,1.5
7079,2017,12698,1,13588,1,0,74.3,1.5
7079,2019,18998,2,2411,0,150,42.8,1.0
7073,2015,6798,1,30299,0,125,54.3,1.2
7585,2015,9698,1,37203,1,125,60.1,2.0
7079,2019,17498,1,11184,0,145,60.1,1.0
7073,2013,5998,1,50052,0,30,54.3,1.2
7073,2017,8498,1,6721,0,125,54.3,1.2
7079,2018,20498,1,10249,0,145,41.5,2.0
7079,2016,9598,1,20340,1,0,74.3,1.5
7073,2019,13898,1,7845,0,145,58.9,1.0
7079,2014,8298,1,32541,1,20,67.3,1.6
7079,2016,10298,1,34211,0,20,60.1,1.0
7079,2018,13998,1,9328,0,145,58.9,1.0
7585,2016,11798,0,15075,1,150,52.3,2.0
7073,2017,10598,1,11544,0,145,65.7,1.0
7079,2017,11998,1,10474,1,0,74.3,1.5
7079,2019,25498,1,4813,0,145,34.5,2.3
7073,2019,11998,1,14358,0,145,58.9,1.0
7073,2019,13998,1,7512,0,145,58.9,1.0
7079,2017,17298,1,16346,0,145,41.5,2.0
7073,2015,7498,1,34362,0,125,54.3,1.2
7073,2019,11798,1,12286,0,145,58.9,1.0
7073,2019,11798,1,14068,0,145,58.9,1.0
7073,2018,10698,1,14523,0,145,65.7,1.0
7079,2013,6298,1,37966,0,30,56.5,1.0
7079,2015,6998,1,76588,1,0,74.3,1.5
7073,2016,7698,1,40480,0,0,65.7,1.0
7073,2017,10698,1,23494,0,150,62.8,1.0
7073,2018,9998,1,8608,0,145,55.4,1.1
7585,2017,15500,1,30878,1,145,60.1,2.0
6967,2015,7900,1,26000,0,160,44.8,1.5
7073,2018,10998,1,22410,0,145,56.5,1.0
7073,2015,7498,1,25506,0,0,65.7,1.0
7073,2017,10498,1,22788,0,145,65.7,1.0
7073,2018,10998,1,21955,0,145,56.5,1.0
7073,2019,14998,1,8783,0,145,55.4,1.0
7073,2014,5998,1,43539,0,30,54.3,1.2
7079,2016,10420,1,18913,0,20,60.1,1.0
7079,2017,17630,1,25526,0,145,41.5,2.0
7073,2013,6698,1,27783,1,0,76.4,1.5
7585,2017,16998,1,19170,1,145,60.1,2.0
7073,2014,6495,1,54249,0,30,54.3,1.2
7585,2019,18995,0,4274,1,145,37.2,2.0
7585,2015,9498,1,65151,1,145,54.3,2.0
7079,2017,11998,0,18978,1,0,74.3,1.5
7073,2019,11498,1,14132,0,145,58.9,1.0
7585,2014,9498,1,59114,1,200,47.9,2.0
7073,2016,6950,1,27098,0,125,54.3,1.2
6967,2016,7995,1,31146,1,30,64.2,1.5
7073,2017,7695,1,12868,0,125,54.3,1.2
6967,2018,11795,1,32356,1,145,64.2,1.5
7073,2014,5698,1,52395,0,30,54.3,1.2
7073,2014,6698,1,45067,0,0,65.7,1.0
7073,2016,7998,1,21715,0,125,54.3,1.2
7585,2017,15998,0,26663,1,145,54.3,2.0
7079,2017,9498,1,35850,0,20,61.4,1.0
7073,2015,6498,1,39167,0,0,65.7,1.0
7585,2015,8998,1,61270,1,145,54.3,2.0
7073,2017,8498,1,21302,0,125,54.3,1.2
7585,2013,9798,1,39432,1,145,53.3,2.0
7073,2015,6498,1,46857,0,125,54.3,1.2
7585,2013,8798,1,50216,1,145,53.3,2.0
7079,2017,15798,1,27532,1,145,67.3,2.0
7073,2018,9698,1,11783,0,150,64.2,1.1
7079,2018,14000,1,12090,0,145,58.9,1.0
6967,2018,13998,1,18980,0,145,52.3,1.0
7073,2018,11250,1,15634,0,145,60.1,1.0
7073,2015,8326,1,25604,0,0,65.7,1.0
7073,2014,6672,1,29123,0,30,54.3,1.2
7079,2016,9000,1,19130,0,20,61.4,1.0
7079,2018,12993,1,19135,0,145,57.7,1.0
6967,2017,8742,1,38275,0,125,52.3,1.0
7079,2013,6477,1,41250,0,30,56.5,1.0
7585,2019,20998,1,100,0,150,35.3,1.5
7073,2016,10298,1,18016,0,0,65.7,1.0
7073,2017,8498,1,14110,0,150,54.3,1.2
7585,2015,9000,1,52180,1,125,60.1,2.0
7585,2019,18300,1,12587,0,145,35.3,1.5
7585,2019,18700,1,7536,1,145,54.3,1.5
7073,2017,7800,1,29543,0,125,54.3,1.2
7073,2018,12700,1,17299,0,145,61.4,1.0
7073,2017,9300,1,11474,0,145,64.2,1.1
7079,2017,9798,1,39763,1,0,74.3,1.5
6967,2017,9498,1,15750,0,145,44.8,1.5
7073,2017,8998,1,13684,0,125,54.3,1.2
7079,2016,10798,1,22904,1,0,74.3,1.5
7073,2016,8998,1,36488,0,20,62.8,1.0
7585,2019,17870,1,6618,1,145,45.6,1.5
7079,2019,16640,1,7864,0,145,60.1,1.0
7073,2018,9491,1,19272,0,145,64.2,1.1
7079,2018,10700,1,28313,0,145,60.1,1.0
7079,2018,11000,1,11817,0,145,60.1,1.0
7079,2019,18391,2,12821,0,145,50.4,1.0
7073,2017,9157,1,14330,0,0,65.7,1.0
7079,2017,10930,1,6471,0,20,61.4,1.0
7073,2017,8000,1,20901,0,145,54.3,1.2
7073,2018,10950,1,14415,0,145,65.7,1.0
7073,2013,5200,1,50501,0,0,65.7,1.0
7079,2018,13400,1,8271,0,145,60.1,1.0
7073,2017,9350,1,10228,0,145,64.2,1.1
7073,2017,8500,1,17812,0,145,54.3,1.2
7079,2016,11500,1,72085,1,20,67.3,2.0
7073,2018,9650,1,29163,0,145,65.7,1.0
7585,2017,16750,1,32879,1,145,54.3,2.0
7079,2019,16998,1,15888,0,145,60.1,1.0
7073,2016,7498,1,33631,0,125,54.3,1.2
7073,2018,10498,1,7654,0,150,55.4,1.1
6967,2016,9698,1,21169,0,125,53.3,1.0
7585,2015,13998,1,28126,1,145,54.3,2.0
7073,2017,10498,1,22125,0,0,65.7,1.0
7079,2016,8798,1,47577,1,0,74.3,1.5
7079,2017,11698,1,17750,1,0,74.3,1.5
7079,2018,12998,1,15448,0,145,57.7,1.0
7079,2019,13998,1,16879,0,150,58.9,1.0
7073,2018,12500,1,33095,0,145,65.7,1.0
7079,2017,11700,1,18524,0,20,60.1,1.0
7073,2018,12500,1,33268,0,145,65.7,1.0
7073,2018,9500,1,21857,0,145,64.2,1.1
7073,2018,10000,1,21763,0,145,65.7,1.0
7079,2017,11450,1,23319,0,145,60.1,1.0
7079,2017,11450,1,24521,0,20,60.1,1.0
7079,2018,11800,1,17312,0,145,60.1,1.0
7073,2015,7850,1,19810,0,30,54.3,1.2
7585,2019,18750,1,6157,1,145,54.3,1.5
7073,2017,9750,1,9576,0,145,64.2,1.1
6967,2018,12500,1,9963,0,145,54.3,1.0
7073,2018,11500,1,16093,0,145,65.7,1.0
7079,2017,10800,1,36050,0,145,60.1,1.0
7585,2016,11998,1,28989,1,30,64.2,1.5
7585,2019,17750,1,10785,0,145,34.4,1.5
7585,2019,17500,1,14154,1,145,38.2,2.0
6967,2018,13750,1,16025,0,145,54.3,1.0
7079,2017,10400,1,13275,0,145,60.1,1.0
7585,2017,15995,1,22894,1,145,64.2,1.5
7585,2014,9650,1,63348,1,145,53.3,2.0
7073,2016,8600,1,32408,0,0,65.7,1.0
7079,2016,13500,1,36638,1,20,67.3,2.0
7079,2018,11500,1,10051,0,145,60.1,1.0
7079,2018,11650,1,7680,0,145,60.1,1.0
7073,2017,9000,1,15378,0,0,65.7,1.0
7073,2017,11298,1,11806,0,0,65.7,1.0
7079,2014,5698,1,70745,0,20,60.1,1.0
7073,2014,5298,1,69323,1,0,76.4,1.5
7073,2013,6498,0,40491,0,150,47.9,1.6
7585,2017,13500,1,9374,1,145,64.2,1.5
7073,2018,11500,1,23239,0,145,65.7,1.0
7079,2018,12598,1,22162,0,150,57.7,1.0
7079,2015,9498,1,29901,1,0,74.3,1.5
7079,2019,16498,1,14645,0,150,60.1,1.0
7073,2018,10998,1,25642,0,145,65.7,1.0
7073,2017,9498,1,8552,0,125,54.3,1.2
7079,2016,10498,1,17685,1,0,74.3,1.5
7585,2017,12998,1,6318,0,160,45.6,1.5
7079,2019,16498,2,5955,0,145,51.4,1.0
7079,2019,18498,2,6096,1,145,64.2,2.0
7079,2017,10498,1,26029,1,0,74.3,1.5
6967,2017,8500,1,27400,0,150,53.3,1.0
7073,2017,11500,1,12061,1,145,78.5,1.5
7073,2018,11450,1,15220,0,145,65.7,1.0
6967,2018,12850,1,19225,0,145,54.3,1.0
7079,2019,25500,1,3011,0,145,34.5,2.3
7079,2019,25500,1,6338,0,145,34.5,2.3
7079,2016,9000,1,36565,1,0,74.3,1.5
7585,2015,12000,1,28676,1,125,60.1,2.0
7079,2016,10250,1,23256,0,125,51.4,1.5
7073,2017,9000,1,19869,1,145,78.5,1.5
7079,2017,9998,1,28761,1,0,74.3,1.5
7585,2017,12198,1,25966,1,30,64.2,1.5
7585,2015,12298,1,33749,1,125,60.1,2.0
7079,2017,14000,1,43000,0,150,41.5,2.0
7073,2016,7000,1,65000,1,0,88.3,1.5
7079,2017,10500,1,37920,1,145,74.3,1.5
7079,2018,13650,1,13485,0,145,57.7,1.0
7073,2018,10850,1,12946,0,145,65.7,1.0
7073,2018,9650,1,15237,0,145,64.2,1.1
7073,2018,9950,1,9649,0,145,64.2,1.1
7073,2018,10000,1,27843,0,145,65.7,1.0
7079,2013,6776,1,35490,1,20,67.3,1.6
7079,2016,7480,1,62595,1,0,74.3,1.5
7073,2017,8310,1,18680,0,125,54.3,1.2
7073,2016,8498,1,20447,0,125,54.3,1.2
6967,2018,12698,1,1370,0,145,54.3,1.0
7079,2018,13998,1,12024,0,145,58.9,1.0
7079,2017,11498,1,15378,0,20,61.4,1.0
7079,2015,7698,1,43361,0,20,60.1,1.0
7073,2018,9000,1,9592,0,145,64.2,1.1
7073,2018,9000,1,10945,0,145,64.2,1.1
7073,2018,10450,1,9000,0,145,64.2,1.1
7073,2018,10450,1,20000,0,145,65.7,1.0
7073,2018,10000,1,8932,0,145,65.7,1.0
7073,2017,10000,1,19496,0,145,65.7,1.0
7073,2018,10650,1,11451,0,145,65.7,1.0
7585,2016,15000,1,18454,1,145,54.3,2.0
7073,2017,10000,1,12068,0,145,65.7,1.0
7073,2017,8850,1,16913,0,125,54.3,1.2
6967,2016,10998,0,13303,0,160,44.8,1.5
7079,2019,17998,2,2676,1,145,64.2,2.0
7073,2014,7698,1,8487,0,30,54.3,1.2
7073,2016,9998,1,24242,0,0,65.7,1.0
7585,2017,13998,1,21511,1,150,64.2,1.5
7079,2017,11298,1,14604,1,0,74.3,1.5
7079,2019,15298,2,12779,0,145,48.7,1.0
7585,2019,19298,1,11251,0,145,39.2,1.5
7073,2018,13495,1,14000,1,145,88.3,1.5
7585,2017,13995,1,58402,1,125,60.1,2.0
6967,2019,16995,0,4401,0,150,45.6,1.0
7585,2019,18495,1,9447,1,150,54.3,1.5
7079,2017,38015,1,197,1,145,74.3,1.5
7585,2017,13995,1,55121,1,145,54.3,2.0
7585,2018,16998,1,3713,1,145,54.3,1.5
7073,2013,8698,1,9734,0,0,65.7,1.0
7073,2018,10498,1,8163,0,150,55.4,1.1
7073,2016,7298,1,33349,0,125,54.3,1.2
7585,2015,9498,1,62232,1,125,60.1,2.0
7079,2017,14498,1,37886,1,20,67.3,2.0
7079,2017,16998,1,25129,1,20,67.3,2.0
7079,2017,15995,1,22947,1,20,67.3,2.0
7073,2017,7995,1,18250,0,125,54.3,1.2
7073,2017,7430,1,12370,0,125,54.3,1.2
7073,2015,6999,1,27425,0,125,54.3,1.2
7079,2013,5999,1,41675,0,20,58.9,1.0
7073,2017,7713,1,12370,0,125,54.3,1.2
7585,2017,13190,1,31181,1,145,60.1,2.0
7079,2018,11810,1,17330,0,145,51.4,1.5
7073,2017,10260,1,20926,0,0,65.7,1.0
7585,2018,15891,1,21651,0,145,45.6,1.5
7079,2017,9870,1,23699,0,145,60.1,1.0
7073,2017,9020,1,29535,0,0,65.7,1.0
7585,2017,12320,1,28866,1,145,54.3,2.0
7073,2016,8990,1,7872,0,0,65.7,1.0
7079,2017,11991,1,23445,1,0,74.3,1.5
7073,2014,5491,1,60259,0,30,54.3,1.2
7073,2016,9210,1,28720,0,0,65.7,1.0
7073,2017,10491,1,19980,0,0,65.7,1.0
7073,2019,10850,1,14669,0,145,58.9,1.0
7079,2016,9790,1,34006,1,0,74.3,1.5
7073,2019,14021,2,5489,0,145,48.7,1.0
7079,2018,16700,1,7732,0,145,60.1,1.0
7079,2018,18797,1,5946,0,145,41.5,2.0
7079,2015,8000,1,45566,1,0,74.3,1.5
7073,2016,8640,1,17782,0,125,54.3,1.2
7073,2014,6250,1,40946,0,0,65.7,1.0
7073,2016,7495,1,28805,0,125,54.3,1.2
7079,2018,13498,1,18744,1,145,74.3,1.5
7079,2017,10991,1,25899,0,150,60.1,1.0
7079,2018,12991,1,15623,0,150,57.7,1.0
7073,2019,12991,1,13505,0,150,58.9,1.0
6967,2017,9791,1,28000,0,145,52.3,1.0
7079,2017,11291,0,12857,0,125,51.4,1.0
7073,2014,7830,1,34567,0,0,65.7,1.0
7079,2015,7180,1,44583,1,0,74.3,1.5
7079,2017,18491,1,18523,0,200,41.5,2.0
7073,2018,10760,1,12849,0,145,58.9,1.0
7073,2018,11030,1,20271,0,145,65.7,1.0
7073,2018,10870,1,19733,0,145,65.7,1.0
7079,2016,11290,1,9928,0,20,60.1,1.0
7073,2014,6691,1,33391,0,30,54.3,1.2
7585,2017,17491,1,20000,1,150,54.3,2.0
7079,2017,10998,1,31953,1,145,74.3,1.5
7073,2016,7998,1,20777,0,125,54.3,1.2
7585,2016,12498,1,13920,0,160,45.6,1.5
7073,2016,8498,1,39271,1,0,88.3,1.5
7585,2014,9498,1,35003,0,200,42.8,1.6
7585,2017,16998,1,18787,0,165,45.6,1.5
7079,2017,16495,1,33770,0,145,41.5,2.0
7079,2018,14160,1,10109,0,145,58.9,1.0
7079,2018,14300,1,9713,0,145,58.9,1.0
7073,2018,10120,1,3665,0,145,64.2,1.1
7073,2016,8800,1,46730,0,0,65.7,1.0
7073,2014,7580,1,32356,0,0,65.7,1.0
7073,2013,7860,0,23079,0,145,47.9,1.6
7079,2017,11880,1,2435,0,145,61.4,1.0
7079,2015,7191,1,63780,1,20,67.3,1.6
7073,2014,6250,1,38906,0,30,54.3,1.2
6967,2015,7720,1,55417,1,30,61.4,1.5
7079,2018,19700,1,8022,0,145,41.5,2.0
7073,2015,7691,1,24755,0,0,65.7,1.0
7079,2014,7820,1,39000,1,0,74.3,1.5
7073,2017,10491,1,13326,0,145,65.7,1.0
7585,2019,18691,1,151,1,145,38.2,2.0
6967,2018,14030,1,8000,0,145,54.3,1.0
7073,2018,9981,1,4399,0,145,64.2,1.1
7073,2016,9998,1,20125,0,0,65.7,1.0
7073,2017,8770,1,17974,0,125,54.3,1.2
7073,2015,6991,1,29012,0,125,54.3,1.2
7073,2017,9290,1,20286,0,145,65.7,1.0
7073,2018,12990,1,11814,0,145,57.7,1.0
7073,2018,10490,1,22345,0,145,58.9,1.0
7079,2018,11150,1,16709,0,150,60.1,1.0
7073,2017,11150,1,9919,0,145,65.7,1.0
7079,2017,11190,0,38410,1,145,74.3,1.5
7079,2017,18930,1,13965,0,145,41.5,2.0
7073,2017,9607,1,6596,0,145,64.2,1.1
6967,2018,14790,0,14487,0,145,48.7,1.0
7073,2016,7180,1,27520,0,125,54.3,1.2
7073,2018,10060,1,26629,0,145,56.5,1.0
7073,2018,9880,1,20860,0,145,65.7,1.0
7073,2018,10290,1,14696,0,145,58.9,1.0
7073,2019,12880,1,9018,0,145,58.9,1.0
6967,2017,10000,1,19383,0,150,52.3,1.0
7079,2017,10650,1,16946,0,150,60.1,1.0
7079,2017,11650,1,22344,0,150,51.4,1.5
6967,2018,13500,1,17653,0,150,54.3,1.0
6967,2017,9550,1,21791,0,145,44.8,1.5
6967,2018,14700,1,10000,0,145,54.3,1.0
7073,2017,11000,1,10802,0,145,65.7,1.0
7073,2018,11000,1,9000,0,145,65.7,1.0
7073,2019,13860,1,10175,0,145,58.9,1.0
7073,2019,15050,1,11559,0,145,58.9,1.0
7079,2019,15470,1,8724,0,145,60.1,1.0
7079,2019,15590,1,11110,0,145,60.1,1.0
7079,2019,15020,1,20300,0,145,60.1,1.0
7073,2019,16370,2,5206,0,145,48.7,1.0
7079,2019,17250,1,17500,1,145,62.8,1.5
7079,2017,15480,1,25894,0,200,41.5,2.0
7073,2017,7960,1,34620,0,145,65.7,1.0
7079,2019,15860,1,12853,1,145,74.3,1.5
7073,2019,13000,1,11233,0,145,60.1,1.0
7073,2013,7020,1,26445,0,0,65.7,1.0
7079,2016,16700,1,11968,0,200,41.5,2.0
7585,2017,12480,1,15284,0,160,45.6,1.5
6967,2017,9210,1,17592,0,145,52.3,1.0
7073,2018,10498,1,11421,0,145,65.7,1.0
7073,2015,6998,1,30383,0,125,54.3,1.2
7079,2018,14498,1,13218,1,145,80.7,1.5
7073,2016,9998,1,23348,0,20,62.8,1.0
7079,2019,16998,1,15608,0,145,60.1,1.0
7073,2019,13998,1,9500,0,150,56.5,1.0
7073,2018,10500,1,18266,0,150,65.7,1.0
7585,2017,16500,0,8666,1,145,58.9,1.5
7585,2018,14280,1,15331,1,145,54.3,2.0
7585,2013,8698,1,62637,1,145,53.3,2.0
6967,2019,15998,1,5846,0,150,52.3,1.0
7073,2016,7498,1,25123,0,125,54.3,1.2
7073,2016,11298,1,5796,0,20,62.8,1.0
7079,2019,16998,2,6641,1,145,64.2,2.0
7079,2016,14998,1,9054,1,20,67.3,2.0
7073,2015,7698,1,25858,0,0,65.7,1.0
7073,2016,8698,1,16353,0,0,65.7,1.0
7079,2017,11298,1,17530,1,0,74.3,1.5
7585,2019,19698,1,95,1,145,54.3,1.5
7073,2017,9998,1,17265,0,145,65.7,1.0
7073,2017,10200,1,11743,0,145,64.2,1.1
7079,2016,16998,1,16018,0,200,41.5,2.0
7073,2016,8640,1,21763,0,125,54.3,1.2
7079,2019,17530,2,7648,0,145,47.9,1.5
7079,2019,16920,1,4596,1,145,61.4,1.5
7079,2018,13691,1,12603,0,145,58.9,1.0
7079,2017,11750,1,8556,0,145,60.1,1.0
7073,2018,12250,1,8000,0,145,65.7,1.0
7079,2017,10500,1,28244,1,0,74.3,1.5
7073,2016,8500,1,19116,0,125,54.3,1.2
7073,2018,11000,1,8468,0,145,65.7,1.0
7073,2018,10400,1,18515,0,145,65.7,1.0
7073,2018,14250,1,24038,0,150,60.1,1.0
7073,2017,8700,1,20785,0,0,65.7,1.0
7585,2017,17498,1,8800,1,150,54.3,2.0
7073,2016,9998,1,14010,0,0,65.7,1.0
7073,2019,11498,1,9923,0,145,58.9,1.0
7079,2017,10498,1,17650,0,145,61.4,1.0
6967,2019,16798,1,1711,0,145,51.4,1.0
7079,2016,7998,1,69312,1,0,74.3,1.5
7079,2017,11698,1,8111,0,145,61.4,1.0
7079,2013,5498,1,67133,1,20,67.3,1.6
7073,2017,8998,1,14188,0,125,54.3,1.2
7079,2017,14998,1,39193,1,145,67.3,2.0
7073,2015,5998,1,33830,0,30,54.3,1.2
6967,2017,10498,1,21114,0,125,52.3,1.0
7079,2017,15498,1,37989,0,145,41.5,2.0
7073,2016,9698,1,29714,1,0,78.5,1.5
7079,2016,8298,1,49173,1,0,74.3,1.5
7585,2017,16298,1,25623,1,125,60.1,2.0
7079,2015,7998,1,29331,1,0,83.1,1.5
7073,2016,7998,1,26295,0,0,65.7,1.0
7073,2017,8498,1,26052,0,125,54.3,1.2
7073,2018,10298,1,17672,0,145,65.7,1.0
6967,2018,13498,1,12495,0,145,54.3,1.0
7073,2013,5998,1,28514,0,30,54.3,1.2
7073,2016,7298,1,33524,1,0,78.5,1.5
7585,2017,14998,1,15707,1,145,64.2,1.5
7079,2019,16937,1,18651,1,145,74.3,1.5
7079,2019,16491,2,18512,1,145,74.3,1.5
7079,2019,19000,1,7124,0,145,60.1,1.0
7079,2019,19050,1,4637,0,145,60.1,1.0
7585,2017,12998,1,16733,1,145,64.2,1.5
7073,2018,10998,1,25169,0,145,56.5,1.0
7073,2017,8498,1,20253,0,145,54.3,1.2
7073,2017,10998,1,10829,0,0,65.7,1.0
7079,2019,13298,1,15320,0,150,60.1,1.0
7079,2019,14798,2,12848,0,150,50.4,1.0
7585,2015,12998,1,37976,1,145,54.3,2.0
7073,2017,8798,1,26546,0,0,65.7,1.0
7073,2019,16040,1,1891,0,145,58.9,1.0
7073,2017,7591,1,27546,0,125,54.3,1.2
7079,2018,11691,1,13159,0,145,61.4,1.0
7079,2019,17050,1,3891,1,145,74.3,1.5
7073,2016,9998,1,33254,0,20,62.8,1.0
7079,2018,18998,1,11339,1,145,67.3,2.0
7079,2015,7998,1,46010,1,20,67.3,1.6
7073,2014,5298,1,52950,0,30,54.3,1.2
7073,2016,8698,1,38830,0,0,65.7,1.0
7079,2013,8798,1,63921,0,240,39.2,2.0
7079,2017,15298,1,16480,1,20,67.3,2.0
7079,2017,11998,1,25950,1,0,74.3,1.5
7073,2017,10710,2,12874,0,145,54.3,1.0
7079,2017,11591,1,7612,0,20,61.4,1.0
7079,2018,11460,1,21742,0,145,61.4,1.0
7073,2018,8940,1,6310,0,145,64.2,1.1
6967,2018,12460,1,22907,0,145,54.3,1.0
7079,2017,10620,1,18385,1,0,74.3,1.5
7073,2014,6680,1,39123,1,0,76.4,1.5
7585,2017,12720,1,33503,1,145,54.3,2.0
7079,2019,16298,1,14057,0,150,49.6,1.0
7585,2019,19680,1,15241,1,145,47.9,2.0
7079,2019,14490,1,6384,0,145,58.9,1.0
7079,2019,14530,1,4398,0,145,58.9,1.0
7079,2019,14590,1,3648,0,145,58.9,1.0
7073,2013,6570,1,33026,0,30,54.3,1.2
